Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Bathtub features (product.metafields.shopify.bathtub-features),Blade material (product.metafields.shopify.blade-material),Coating/Sealant application (product.metafields.shopify.coating-sealant-application),Color (product.metafields.shopify.color-pattern),Connecting thread (product.metafields.shopify.connecting-thread),Door closer design (product.metafields.shopify.door-closer-design),Drain location (product.metafields.shopify.drain-location),Durability features (product.metafields.shopify.durability-features),Flush system (product.metafields.shopify.flush-system),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Handle material (product.metafields.shopify.handle-material),Hardware finish (product.metafields.shopify.hardware-finish),Hardware material (product.metafields.shopify.hardware-material),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light temperature (product.metafields.shopify.light-temperature),Lubricant dispenser type (product.metafields.shopify.lubricant-dispenser-type),Masonry product form (product.metafields.shopify.masonry-product-form),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Power source (product.metafields.shopify.power-source),Recommended use (product.metafields.shopify.recommended-use),Security level (product.metafields.shopify.security-level),Shape (product.metafields.shopify.shape),Style (product.metafields.shopify.style),Suitable for door type (product.metafields.shopify.suitable-for-door-type),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Suitable space (product.metafields.shopify.suitable-space),Toilet shape (product.metafields.shopify.toilet-shape),Wall patching application (product.metafields.shopify.wall-patching-application),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sweat-multi-turn-straight-stop-valve-in-copper-x-3-8in-od,SWEAT MULTI TURN STRAIGHT STOP VALVE ½IN COPPER X 3 / 8IN OD,"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">• Multi turn • 1/2-Inch copper x 3/8-Inch compression • Chrome plated brass • Lead free &gt;&gt; Streamway fittings by Toolway are the perfect choice for all your plumbing needs. Whether choosing from their innovative push-fit line which makes fitting water lines quick and easy without the need for tools, their line of pex valves and pex fittings or any of their traditional stop valves, you can be sure that these products are built to the highest industry standards.</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">StreamWay</span>
</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Plumbing Valves,,,true,Title,Default Title,,,,,,,,,0.0,shopify,65,deny,manual,6.70,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/147005-1-B.jpg?v=1714872224,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pex-multi-turn-angle-stop-valve-pex-x-3-8-od,PEX MULTI TURN ANGLE STOP VALVE ½PEX X 3 / 8 OD,"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">• Multi turn • 1/2-Inch pex x 3/8-Inch compression • Chrome plated brass • Lead free &gt;&gt; Streamway fittings by Toolway are the perfect choice for all your plumbing needs. Whether choosing from their innovative push-fit line which makes fitting water lines quick and easy without the need for tools, their line of pex valves and pex fittings or any of their traditional stop valves, you can be sure that these products are built to the highest industry standards.</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">StreamWay</span>
</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Plumbing Valves,,,true,Title,Default Title,,,,,,,,,0.0,shopify,60,deny,manual,4.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/150555-1-T.jpg?v=1714871969,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pex-multi-turn-straight-stop-valve-in-pex-x-3-8in-od,PEX MULTI TURN STRAIGHT STOP VALVE ½IN PEX X 3 / 8IN OD,"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">• Multi turn • 1/2-Inch pex x 3/8-Inch compression • Chrome plated brass • Lead free &gt;&gt; Streamway fittings by Toolway are the perfect choice for all your plumbing needs. Whether choosing from their innovative push-fit line which makes fitting water lines quick and easy without the need for tools, their line of pex valves and pex fittings or any of their traditional stop valves, you can be sure that these products are built to the highest industry standards.</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">StreamWay</span>
</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports > Plumbing Valves,,,true,Title,Default Title,,,,,,,,,0.0,shopify,58,deny,manual,4.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/150554-1-B.jpg?v=1714871816,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pop-up-drain-with-overflow,Pop Up Drain With Overflow,"<p>Pop up drain with anti clogging basket</p>
<p>Brass material</p>
<p> </p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Drains,,,true,Color,Chrome,,,,,,,,,0.0,shopify,200,deny,manual,24.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/IMG-20220824-WA0009.jpg?v=1714764380,1,,false,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_ae93d91f-0013-4929-8bd4-b249a19166d0.jpg?v=1725038239,kg,,,active
pex-brass-wing-elbow-in-x-90,PEX BRASS WING ELBOW ½IN X 90°,<h1>PEX BRASS WING ELBOW ½IN X 90°</h1>,FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports,,,true,Title,Default Title,,,,,,,,,0.0,shopify,200,deny,manual,3.25,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/84052432-1-B.jpg?v=1714712010,1,,false,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pex-brass-sweat-adaptor-in-barb-x-in-male-sweat,PEX BRASS SWEAT ADAPTOR ½IN BARB X ½IN MALE SWEAT,"<p class=""product-details-upccode"">UPC Code: 020861510340</p>
<div class=""product-details-desc"">Pex Brass Sweat Adaptor ½in Barb x ½in Male Sweat</div>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports,,,true,Title,Default Title,,,,,,,,,0.0,shopify,200,deny,manual,1.10,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_e62aa20b-d801-435c-a822-6151e47972c0.jpg?v=1714711825,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pex-male-adpt-barb-to-mpt-in-barb-x-in-mpt,PEX MALE ADPT BARB TO MPT ½IN BARB X ½IN MPT,"<p class=""product-details-upccode"">UPC Code: 020861510258</p>
<div class=""product-details-desc"">Pex Male Adpt Barb To MPT ½in Barb x ½in MPT</div>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports,,,true,Title,Default Title,,,,,,,,,0.0,shopify,250,deny,manual,2.21,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/151025-1-T.jpg?v=1714711624,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
24pk-poly-pex-elbow-90-in,24PK POLY PEX ELBOW 90° ½IN,"<p class=""product-details-upccode"">UPC Code: 020861506459</p>
<div class=""product-details-desc"">24PK Poly Pex Elbow 90° ½in</div>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports,,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,21.36,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/150645-1-B.jpg?v=1714711435,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
24pk-poly-pex-coupling-in,24PK POLY PEX COUPLING ½IN,"<p class=""product-details-upccode"">UPC Code: 020861506466</p>
<div class=""product-details-desc"">24PK Poly Pex Coupling ½in</div>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports,,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,14.15,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/150646-1-B.jpg?v=1714711313,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
24pk-poly-pex-tee-in,PEX Plastic Tee 1/2'',"<p><span>Poly-alloy pex,Corrosion &amp; Chemical damage resistant,Corrosion &amp; Chemical damage resistant,High-impact resistance</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports,,,true,Title,Default Title,,,,,,,,,0.0,shopify,400,deny,manual,0.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_5eb4e5c1-6527-45c8-9588-50730f57c92b.jpg?v=1715488811,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
untitled-may3_00-24,100PC COPPER PEX CRIMP RING ½,"<ul>
<li><strong>Lead free</strong></li>
<li>
<strong>cUPC </strong>approved</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fittings & Supports,,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/DN-Group-Enterprise-PEX-Copper-Crimp-Ring-with-Spot-Stop-_1.jpg?v=1715484739,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pex-pipe-x-100ft-white-cold,PEX PIPE ½ X 100FT WHITE (COLD),"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">• Suitable for potable water supply applications. • Maximum working pressure: 160psi (11 bar) @ 73.4°F (23°C) • ASTM F876/877 F1807 F2159. • cNSFus PW - G – U.P. &gt;&gt; StreamWay Pex Pipes are durable, flexible and corrosion resistant, making them the perfect choice for Potable Water Supplies. Available in white, blue and red, for cold or hot water application. Listed to NSF and CSA for use in potable water systems.</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">StreamWay</span>
</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Pipes,,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,29.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/150885-1-B.jpg?v=1714710153,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pex-pipe-x-100ft-red-hot,PEX PIPE ½ X 100FT RED (HOT),"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">• Suitable for potable water supply applications. • Maximum working pressure: 160psi (11 bar) @ 73.4°F (23°C) • ASTM F876/877 F1807 F2159. • cNSFus PW - G – U.P. &gt;&gt; StreamWay Pex Pipes are durable, flexible and corrosion resistant, making them the perfect choice for Potable Water Supplies.Listed to NSF and CSA for use in potable water systems.</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">StreamWay</span>
</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Pipes,,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,29.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/150980-1-B.jpg?v=1714709927,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
untitled-may2_23-29,ALEX FAST DRY WHITE CAULKING - 20 MINUTES PAINT READY (300 ml),"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">• Paintable in 20 Minutes • Spray Paint Immediately • Pro Painter Formula • Crack Resistant • Won’t Shine Through Paint • Waterproof Seal • Easy Water Clean-Up • Interior/Exterior</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">Dap</span>
</li>
</ul>",FaucetWorld,Hardware > Tools > Paint Tools,,,true,Title,Default Title,,,,,,,,,0.0,shopify,24,deny,manual,3.45,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/278425-1-B.jpg?v=1714707543,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
proline-200-kitchen-bath-100-silicone-sealant-300ml-translucent,PROLINE 200 KITCHEN & BATH 100% SILICONE SEALANT 300ML TRANSLUCENT,"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">• 100% Pure Silicone. • Can be use as sealant or adhesive. • Waterproof, ideal for: tubs, sinks, fixtures, shower stalls, loose tiles, window and door frames. • Adheres to most porcelaln, ceramics, glass, fiberglass, most metals, non-oily woods, rubber &amp; painted surfaces. • Mildew &amp; weather resistant. • Resists Cracking, crumbung &amp; discoloration. • Flexible from -40°C to 204°C temperatures. • 40 year life. ProLine POWERSEAL™ Bath &amp; Tile 100% Silicone Sealant is a superior quality product for kitchen &amp; Bathroom applications. Formulated for high to humidity areas where a watertight, mildew resistant seal is ne</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">Powerseal</span>
</li>
</ul>",FaucetWorld,,,,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/123129-1-B.jpg?v=1714706643,1,,false,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
proline-204-kitchen-bath-100-silicone-sealant-300ml-grey,PROLINE 204 KITCHEN & BATH 100% SILICONE SEALANT 300ML GREY,"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">• 100% Pure Silicone. • Can be use as sealant or adhesive. • Waterproof, ideal for: tubs, sinks, fixtures, shower stalls, loose tiles, window and door frames. • Adheres to most porcelaln, ceramics, glass, fiberglass, most metals, non-oily woods, rubber &amp; painted surfaces. • Mildew &amp; weather resistant. • Resists Cracking, crumbung &amp; discoloration. • Flexible from -40°C to 204°C temperatures. • 40 year life. ProLine POWERSEAL™ Bath &amp; Tile 100% Silicone Sealant is a superior quality product for kitchen &amp; Bathroom applications. Formulated for high to humidity areas where a watertight, mildew resistant seal is ne</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">Powerseal</span>
</li>
</ul>",FaucetWorld,,,,true,1 piece,5.99,,12 pack,60.00,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/123128-1-B.jpg?v=1714706221,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
proline-202-kitchen-bath-100-silicone-sealant-300ml-white,PROLINE 202 KITCHEN & BATH 100% SILICONE SEALANT 300ML WHITE,"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">• 100% Pure Silicone. • Can be use as sealant or adhesive. • Waterproof, ideal for: tubs, sinks, fixtures, shower stalls, loose tiles, window and door frames. • Adheres to most porcelaln, ceramics, glass, fiberglass, most metals, non-oily woods, rubber &amp; painted surfaces. • Mildew &amp; weather resistant. • Resists Cracking, crumbung &amp; discoloration. • Flexible from -40°C to 204°C temperatures. • 40 year life. ProLine POWERSEAL™ Bath &amp; Tile 100% Silicone Sealant is a superior quality product for kitchen &amp; Bathroom applications. Formulated for high to humidity areas where a watertight, mildew resistant seal is ne</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">Powerseal</span>
</li>
</ul>",FaucetWorld,,,,true,1 piece,5.99,,12 pack,60.00,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/123126-1-B.jpg?v=1714706023,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
proline-201-kitchen-bath-100-silicone-sealant-300ml-clear,PROLINE 201 KITCHEN & BATH 100% SILICONE SEALANT 300ML CLEAR,"<ul class=""unstyled"">
<li class=""information-attribute"">
<span class=""attribute-title"">Features :</span><span> </span><span class=""attribute-value"">• 100% Pure Silicone. • Can be use as sealant or adhesive. • Waterproof, ideal for: tubs, sinks, fixtures, shower stalls, loose tiles, window and door frames. • Adheres to most porcelaln, ceramics, glass, fiberglass, most metals, non-oily woods, rubber &amp; painted surfaces. • Mildew &amp; weather resistant. • Resists Cracking, crumbung &amp; discoloration. • Flexible from -40°C to 204°C temperatures. • 40 year life. ProLine POWERSEAL™ Bath &amp; Tile 100% Silicone Sealant is a superior quality product for kitchen &amp; Bathroom applications. Formulated for high to humidity areas where a watertight, mildew resistant seal is needed.</span>
</li>
<li class=""information-attribute"">
<span class=""attribute-title"">Brand Name :</span><span> </span><span class=""attribute-value"">Powerseal</span>
</li>
</ul>",FaucetWorld,,,,true,1 piece,5.99,,12 pack,60.00,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/123125-1-B-1.jpg?v=1714705873,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
untitled-apr29_00-02,"24″ Solid Wood Vanity with Quartz Countertop , White/Grey","<p>Features:</p>
<ul>
<li>Style: Double Edge Shaker</li>
<li>Colour: White, Grey </li>
<li>Materials: Solid Wood (A-Grade)</li>
<li>Solid Wood Doors with Plywood Constructed Box</li>
<li>Soft-close Mechanism</li>
<li>Pre-drilled Single-hole Faucet Mount</li>
<li>No Assembly Required. Ready to Install.</li>
</ul>
<p>Included in the Price:</p>
<ul>
<li>Solid Wood Construction Cabinet with Two Doors</li>
<li>Quartz Countertop with Backsplash</li>
<li>Ceramic Undermount Sink</li>
</ul>
<p> </p>",FaucetWorld,Furniture > Cabinets & Storage > Vanities > Bathroom Vanities,,,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,445.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/M-20220416160701WBLJ3_jpg-1.jpg?v=1714363879,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
untitled-apr25_23-27,Wall Mounted Toilet + Frame,"<p>Wall Mounted Toilet + Frame</p>
<p><span>In Store Pick Up Only</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Toilets & Bidets > Toilets,,,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,599.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/IMG-20240410-WA0020.jpg?v=1714102535,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
modern-matt-black-ceramic-toilet-dual-flush,"Modern Matt Black, Ceramic Toilet Dual Flush",<p><span>In Store Pick Up Only</span></p>,FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Toilets & Bidets > Toilets,,,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,299.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Screenshot-20240312_095238_Facebook.jpg?v=1714101586,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
untitled-apr25_21-42,"Modern Black and Gold, One Piece Ceramic Toilets Dual Flush","<p>In Store Pick Up Only</p>
<p>4L/6L DUAL Siphonic One- piece toilet,HTD flush machine,UF Slow down seat cover, CUPC certified</p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Toilets & Bidets > Toilets,,,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,224.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1714059960824.png?v=1714096186,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
untitled-apr25_21-18,Modern One Piece Elongated Ceramic Toilet Dual Flush,"<p dir=""ltr""><span>High Performance One Piece Toilet</span></p>
<p dir=""ltr""><span>In Store Pick Up Only</span></p>
<p dir=""ltr""><span>*Features :</span><br><span>• Dual flush and water saving </span><br><span>• Siphonic flush</span><br><span>• Soft closing seat</span><br><span>• S trap </span><br><span>• Elongated </span><br><span>• Performance: 1000 MAP</span><br><span>• Material: Ceramic</span></p>
<p dir=""ltr""><br><span>Dimensions </span><br> &lt;<span>Seat height </span><br> &lt;<span>Width </span><br> &lt;<span>Length </span><br> &lt;<span>Tank height </span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Toilets & Bidets > Toilets,,,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,224.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/2-1-scaled.webp?v=1714094907,1,,false,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
shower-panels-4-colors-in-store-pick-up-only,"Shower Panels,4 colors, In Store Pick Up ONLY","<p><span>Upgrade your shower experience with our Shower Panels, available in Chrome, Brushed Nickel, Black, and Brushed Gold. Our panels are Cupc Certified, ensuring high quality and safety for your bathroom. Make a stylish and practical choice with in-store pick up only at 75 Fernstaff Court , Unit 28 , Concord</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Shower Parts > Shower Heads,,,true,Color,Chrome,,,,,,,,,0.0,shopify,5,deny,manual,294.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_f48c830d-d299-4ade-9fb9-784c60c8cf49.png?v=1713234917,1,,false,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
shower-niche-with-memo-technology,Shower Niche with Memo Technology (3 colors ),"<p><span>The Shower Niche with Memo Technology is a sleek, straight corner niche made from durable SUS 304 stainless steel. The brushed nickel, black, or gold finish adds a touch of elegance to any bathroom. With a size of 23-3/5 x 11-4/5 x 4 inches and a thickness of 18 gauge, this niche offers ample space for all your shower essentials.</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Shower Parts > Shower Heads,,,true,Color,Brushed Nickel,,,,,,,,,0.0,shopify,3,deny,manual,149.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_056b1273-d7ca-4579-91a3-c1a630d8c6cd.jpg?v=1713233745,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
full-thermostatic-2-way-shower-sets-4-colors,Full Thermostatic 2 Way Shower Sets 4 colors,"<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li>
<span class=""a-list-item"">TOP QUALITY: This Shower Combo Set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li><span class=""a-list-item"">Full Thermostatic + Pressure Balancing Shower System , You will enjoy the stable temperature no matter how many people are taking a shower in your house at the same time or washing dishes or flashing a toilet and using a bathroom faucet.</span></li>
<li><span class=""a-list-item"">2-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 2 shower settings with one switch.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads.</span></li>
<li>Warranty : 5 years + Lifetime warranty on Cartridge.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Shower Stalls & Kits,,,true,Color,Chrome,,,,,,,,,0.0,shopify,11,deny,manual,389.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Two-Function-Thermostatic_Complete_Shower_System_With_Balance_Valve-1.jpg?v=1710174353,1,,false,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1459956455794.PNM_6beaacfa-8dd6-47ca-b1c3-6609ec06fde0.jpg?v=1710174353,kg,,,active
